,Movie Title,Director,Actor 1,Actor 2,Actor 3,Budget,Profit / Loss,IMDB Rating,Profitable
3136,Lucky Break ,Peter Cattaneo,James Nesbitt,Olivia Williams,Peter McNamara,6000000.0,-5945394,6.2,0
3137,"Surfer, Dude ",S.R. Bindler,Matthew McConaughey,Scott Glenn,Sarah Wright,6000000.0,-5963503,4.7,0
3138,Deadfall ,Stefan Ruzowitzky,Charlie Hunnam,Olivia Wilde,Sissy Spacek,12000000.0,-11934196,6.3,0
3139,L'auberge espagnole ,Cédric Klapisch,Romain Duris,Cécile De France,Iddo Goldberg,5300000.0,-1404336,7.3,0
3140,Murder by Numbers ,Barbet Schroeder,Ryan Gosling,Chris Penn,Agnes Bruckner,50000000.0,-18125131,6.1,0
3141,Winter in Wartime ,Martin Koolhoven,Yorick van Wageningen,Tygo Gernandt,Martijn Lakemeier,4000000.0,-3457140,7.1,0
3142,The Protector ,Prachya Pinkaew,Jon Foo,Nathan Jones,Johnny Nguyen,200000000.0,-188094481,7.1,0
3143,Bend It Like Beckham ,Gurinder Chadha,Archie Panjabi,Parminder Nagra,Anupam Kher,3500159.0,29041560,6.7,1
3144,Sunshine State ,John Sayles,Miguel Ferrer,Edie Falco,Timothy Hutton,5600000.0,-2535644,6.9,0
3145,Crossover ,Preston A. Whitmore II,Wesley Jonathan,Wayne Brady,Eva Marcille,5600000.0,1409668,2.1,1
3146,[Rec] 2 ,Jaume Balagueró,Jonathan D. Mellor,Pablo Rosso,Andrea Ros,5600000.0,-5572976,6.6,0
3147,The Sting ,George Roy Hill,Eileen Brennan,Robert Shaw,Ray Walston,5500000.0,154100000,8.3,1
3148,Chariots of Fire ,Hugh Hudson,Alice Krige,Ben Cross,John Gielgud,5500000.0,53300000,7.2,1
3149,Diary of a Mad Black Woman ,Darren Grant,Cicely Tyson,Kimberly Elise,Tamara Taylor,5500000.0,44882128,5.6,1
3150,Shine ,Scott Hicks,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,5500000.0,30311509,7.7,1
3151,Don Jon ,Joseph Gordon-Levitt,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,3000000.0,21475193,6.6,1
3152,Ghost World ,Terry Zwigoff,Scarlett Johansson,Steve Buscemi,T.J. Thyne,7000000.0,-799244,7.4,0
3153,Iris ,Richard Eyre,Kate Winslet,Jim Broadbent,Kris Marshall,5500000.0,-4207881,7.1,0
3154,The Chorus ,Christophe Barratier,Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,5500000.0,-1870242,7.9,0
3155,Mambo Italiano ,Émile Gaudreault,Paul Sorvino,Luke Kirby,Claudia Ferri,5000000.0,1239558,6.7,1
3156,Wonderland ,James Cox,Alexis Dziena,Louis Lombardi,Franky G,5000000.0,-3943898,6.6,0
3157,Do the Right Thing ,Spike Lee,Ruby Dee,John Savage,Danny Aiello,6500000.0,21045445,7.9,1
3158,Harvard Man ,James Toback,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,5500000.0,-5443993,4.9,0
3159,Le Havre ,Aki Kaurismäki,Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin,3850000.0,-3238291,7.2,0
3160,R100 ,Hitoshi Matsumoto,Lindsay Kay Hayward,Hitoshi Matsumoto,Shinobu Terajima,5500000.0,-5477230,6.1,0
3161,Salvation Boulevard ,George Ratliff,Jim Gaffigan,Cree Kelly,Mike Eshaq,9000000.0,-8972555,5.3,0
3162,The Ten ,David Wain,Jon Hamm,Ken Marino,Ron Silver,5250000.0,-4483513,5.0,0
3163,Headhunters ,Morten Tyldum,Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard,30300000.0,-29103248,7.6,0
3164,Saint Ralph ,Michael McGowan,Campbell Scott,Adam Butcher,Gordon Pinsent,6000000.0,-5204874,7.6,0
3165,Insidious: Chapter 2 ,James Wan,Lin Shaye,Barbara Hershey,Leigh Whannell,5000000.0,78574831,6.6,1
3166,Saw II ,Darren Lynn Bousman,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,4000000.0,83025093,6.6,1
3167,10 Cloverfield Lane ,Dan Trachtenberg,Bradley Cooper,John Gallagher Jr.,Sumalee Montano,15000000.0,56897215,7.3,1
3168,Jackass: The Movie ,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,5000000.0,59267897,6.6,1
3169,Lights Out ,David F. Sandberg,Billy Burke,Amiah Miller,Gabriel Bateman,4900000.0,51636016,6.9,1
3170,Paranormal Activity 3 ,Henry Joost,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,5000000.0,99007828,5.8,1
3171,Ouija ,Stiles White,Lin Shaye,Shelley Hennig,Daren Kagasoff,5000000.0,45820940,4.4,1
3172,A Nightmare on Elm Street 3: Dream Warriors ,Chuck Russell,John Saxon,Heather Langenkamp,Jennifer Rubin,4500000.0,40293200,6.6,1
3173,The Gift ,Joel Edgerton,Busy Philipps,Allison Tolman,Wendell Pierce,5000000.0,38771291,7.1,1
3174,Instructions Not Included ,Eugenio Derbez,Eugenio Derbez,Jessica Lindsey,Hugo Stiglitz,5000000.0,39456509,7.6,1
3175,Paranormal Activity 4 ,Henry Joost,Matt Shively,Brendon Eggertsen,Alisha Boe,5000000.0,48884821,4.6,1
3176,The Robe ,Henry Koster,Richard Burton,Jean Simmons,Victor Mature,5000000.0,31000000,6.8,1
3177,Freddy's Dead: The Final Nightmare ,Rachel Talalay,Johnny Depp,Tom Arnold,Yaphet Kotto,8500000.0,26372293,4.9,1
3178,Monster ,Patty Jenkins,Charlize Theron,Bruce Dern,Pruitt Taylor Vince,4500000.0,29968224,7.3,1
3179,Paranormal Activity: The Marked Ones ,Christopher Landon,Richard Cabral,Gloria Sandoval,Molly Ephraim,5000000.0,27453345,5.0,1
3180,Dallas Buyers Club ,Jean-Marc Vallée,Matthew McConaughey,Jennifer Garner,Denis O'Hare,5000000.0,22296514,8.0,1
3181,The Lazarus Effect ,David Gelb,Olivia Wilde,Mark Duplass,Donald Glover,3300000.0,22499043,5.2,1
3182,Memento ,Christopher Nolan,Callum Rennie,Thomas Lennon,Jorja Fox,9000000.0,16530884,8.5,1
3183,Oculus ,Mike Flanagan,James Lafferty,Rory Cochrane,Garrett Ryan,5000000.0,22689474,6.5,1
3184,Clerks II ,Kevin Smith,Ethan Suplee,Jason Mewes,Brian O'Halloran,5000000.0,19138847,7.4,1
3185,Billy Elliot ,Stephen Daldry,Julie Walters,Gary Lewis,Jamie Draven,5000000.0,16994911,7.7,1
3186,The Way Way Back ,Nat Faxon,Steve Carell,Liam James,Jim Rash,5000000.0,16501098,7.4,1
3187,House Party 2 ,George Jackson,William Schallert,Tisha Campbell-Martin,Helen Martin,5000000.0,14281235,5.1,1
3188,Doug's 1st Movie ,Maurice Joyce,Frank Welker,Constance Shulman,Alice Playten,5000000.0,14421271,5.0,1
3189,The Apostle ,Robert Duvall,John Beasley,Todd Allen,June Carter Cash,5000000.0,15733485,7.2,1
3190,Our Idiot Brother ,Jesse Peretz,Zooey Deschanel,Adam Scott,Steve Coogan,5000000.0,19809547,6.4,1
3191,The Players Club ,Ice Cube,Bernie Mac,Monica Calhoun,Chrystale Wilson,4500000.0,18531390,5.6,1
3192,O ,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard,5000000.0,11017403,6.2,1
3193,"As Above, So Below ",John Erick Dowdle,Ben Feldman,Edwin Hodge,Perdita Weeks,5000000.0,16197315,6.1,1
3194,Addicted ,Bille Woodruff,Boris Kodjoe,Cameron Mills,Sharon Leal,5000000.0,12382982,5.2,1
3195,Eve's Bayou ,Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,6000000.0,8821531,7.3,1
3196,Still Alice ,Richard Glatzer,Kristen Stewart,Hunter Parrish,Seth Gilliam,5000000.0,13656400,7.5,1
3197,Friday the 13th Part VIII: Jason Takes Manhattan ,Rob Hedden,Kane Hodder,Peter Mark Richman,Scott Reeves,5000000.0,9343976,4.5,1
3198,My Big Fat Greek Wedding ,Joel Zwick,Nia Vardalos,Louis Mandylor,Lainie Kazan,5000000.0,236437427,6.6,1
3199,Spring Breakers ,Harmony Korine,James Franco,Heather Morris,Rachel Korine,5000000.0,9123773,5.3,1
3200,Halloween: The Curse of Michael Myers ,Joe Chappelle,Donald Pleasence,Kim Darby,Mitchell Ryan,5000000.0,10126948,4.9,1
3201,Y Tu Mamá También ,Alfonso Cuarón,Maribel Verdú,Daniel Giménez Cacho,María Aura,2000000.0,11622333,7.7,1
3202,Shaun of the Dead ,Edgar Wright,Peter Serafinowicz,Dylan Moran,Rafe Spall,4000000.0,9464388,8.0,1
3203,The Haunting of Molly Hartley ,Mickey Liddell,Jessica Lowndes,Randy Wayne,Haley Bennett,5000000.0,8350177,3.8,1
3204,Lone Star ,John Sayles,Matthew McConaughey,Clifton James,Miriam Colon,5000000.0,8269963,7.6,1
3205,Halloween 4: The Return of Michael Myers ,Dwight H. Little,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,5000000.0,12768000,5.9,1
3206,April Fool's Day ,Fred Walton,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,5000000.0,7947763,6.2,1
3207,Diner ,Barry Levinson,Steve Guttenberg,Daniel Stern,Ellen Barkin,5000000.0,9100000,7.2,1
3208,Lone Wolf McQuade ,Steve Carver,David Carradine,William Sanderson,Robert Beltran,5000000.0,7200000,6.3,1
3209,Apollo 18 ,Gonzalo López-Gallego,Warren Christie,Ryan Robbins,Andrew Airlie,5000000.0,12683670,5.2,1
3210,Sunshine Cleaning ,Christine Jeffs,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,8000000.0,4055108,6.9,1
3211,No Escape ,John Erick Dowdle,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,5000000.0,22285953,6.8,1
3212,Not Easily Broken ,Bill Duke,Eddie Cibrian,Jenifer Lewis,Wood Harris,8000000.0,2572742,6.1,1
3213,Digimon: The Movie ,Mamoru Hosoda,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,5000000.0,4628751,5.9,1
3214,Saved! ,Brian Dannelly,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,5000000.0,3786715,6.9,1
3215,The Barbarian Invasions ,Denys Arcand,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,6000000.0,-2567658,7.7,0
3216,The Forsaken ,J.S. Cardone,Brendan Fehr,Kerr Smith,Izabella Miko,5000000.0,1755271,5.3,1
3217,UHF ,Jay Levey,Fran Drescher,Gedde Watanabe,Michael Richards,5000000.0,1157157,7.0,1
3218,Slums of Beverly Hills ,Tamara Jenkins,Natasha Lyonne,Kevin Corrigan,Jessica Walter,5000000.0,480318,6.6,1
3219,Made ,Jon Favreau,Jon Favreau,Faizon Love,Jonathan Silverman,5000000.0,308707,6.4,1
3220,Moon ,Duncan Jones,Kevin Spacey,Matt Berry,Benedict Wong,5000000.0,9677,7.9,1
3221,The Sweet Hereafter ,Atom Egoyan,Bruce Greenwood,Sarah Polley,Simon Baker,5000000.0,-693303,7.7,0
3222,Of Gods and Men ,Xavier Beauvois,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,4000000.0,-49971,7.2,0
3223,Bottle Shock ,Randall Miller,Alan Rickman,Freddy Rodríguez,Greg Collins,5000000.0,-959412,6.8,0
3224,Heavenly Creatures ,Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane,5000000.0,-1950865,7.4,0
3225,90 Minutes in Heaven ,Michael Polish,Hayden Christensen,Bobby Batson,Cynthia Barrett,5000000.0,-299639,4.6,0
3226,Everything Must Go ,Dan Rush,Will Ferrell,Scott Takeda,Stephen Root,5000000.0,-2288790,6.4,0
3227,Zero Effect ,Jake Kasdan,Kim Dickens,Ryan O'Neal,Angela Featherstone,5000000.0,-3019662,7.0,0
3228,The Machinist ,Brad Anderson,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,5000000.0,-3917956,7.7,0
3229,Light Sleeper ,Paul Schrader,Dana Delany,Jane Adams,David Clennon,5000000.0,-3900000,6.8,0
3230,Kill the Messenger ,Michael Cuesta,Jeremy Renner,Paz Vega,Robert Pralgo,5000000.0,-2554354,7.0,0
3231,Rabbit Hole ,John Cameron Mitchell,Dianne Wiest,Jon Tenney,Tammy Blanchard,5000000.0,-2778191,7.0,0
3232,Party Monster ,Fenton Bailey,Macaulay Culkin,Mia Kirshner,Marilyn Manson,5000000.0,-4703335,6.3,0
3233,Green Room ,Jeremy Saulnier,Alia Shawkat,Mark Webber,Joe Cole,5000000.0,-1780971,7.1,0
3234,Bottle Rocket ,Wes Anderson,Andrew Wilson,Darryl Cox,Lumi Cavazos,7000000.0,-5959121,7.1,0
3235,Albino Alligator ,Kevin Spacey,Viggo Mortensen,Joe Mantegna,Faye Dunaway,5000000.0,-4673692,6.1,0
3236,"Lovely, Still ",Nicholas Fackler,Adam Scott,Ellen Burstyn,Martin Landau,5000000.0,-4875280,7.3,0
3237,Desert Blue ,Morgan J. Freeman,Ethan Suplee,John Heard,Sara Gilbert,2000000.0,-1900853,6.2,0
3238,Redacted ,Brian De Palma,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,5000000.0,-4934913,6.2,0
3239,Fascination ,Klaus Menzel,Adam Garcia,Jacqueline Bisset,Alice Evans,5000000.0,-4983934,3.3,0
3240,I Served the King of England ,Jirí Menzel,Julia Jentsch,Ivan Barnev,Milan Lasica,84450000.0,-83832772,7.4,0
3241,Sling Blade ,Billy Bob Thornton,Robert Duvall,Dwight Yoakam,J.T. Walsh,890000.0,23585416,8.0,1
3242,Hostel ,Eli Roth,Jay Hernandez,Takashi Miike,Rick Hoffman,4800000.0,42477326,5.9,1
3243,Tristram Shandy: A Cock and Bull Story ,Michael Winterbottom,Steve Coogan,Shirley Henderson,Dylan Moran,2800000.0,-1552547,6.8,0
3244,Take Shelter ,Jeff Nichols,Katy Mixon,Shea Whigham,Robert Longstreet,5000000.0,-3270031,7.4,0
3245,Lady in White ,Frank LaLoggia,Alex Rocco,Lukas Haas,Katherine Helmond,4700000.0,-2994861,6.7,0
3246,The Texas Chainsaw Massacre 2 ,Tobe Hooper,Bill Johnson,Lou Perryman,Jim Siedow,4700000.0,3325872,5.5,1
3247,Only God Forgives ,Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,4800000.0,-4021435,5.7,0
3248,The Names of Love ,Michel Leclerc,Sara Forestier,Jacques Gamblin,Zinedine Soualem,4600000.0,-4086164,7.2,0
3249,Savage Grace ,Tom Kalin,Eddie Redmayne,Elena Anaya,Stephen Dillane,4600000.0,-4165583,5.9,0
3250,Police Academy ,Hugh Wilson,Steve Guttenberg,Bubba Smith,Michael Winslow,4500000.0,76700000,6.7,1
3251,Four Weddings and a Funeral ,Mike Newell,Kristin Scott Thomas,James Fleet,Simon Callow,4500000.0,48200832,7.1,1
3252,25th Hour ,Spike Lee,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,15000000.0,-1939157,7.7,0
3253,Bound ,Lana Wachowski,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,4500000.0,-701468,7.4,0
3254,Requiem for a Dream ,Darren Aronofsky,Ellen Burstyn,Mark Margolis,Louise Lasser,4500000.0,-890722,8.4,0
3255,Tango ,Carlos Saura,Mía Maestro,Juan Luis Galiardo,Miguel Ángel Solá,700000000.0,-698312689,7.2,0
3256,Donnie Darko ,Richard Kelly,Jake Gyllenhaal,Mary McDonnell,James Duval,4500000.0,-3772117,8.1,0
3257,Character ,Mike van Diem,Jan Decleir,Fedja van Huêt,Hans Kesting,4500000.0,-3786587,7.8,0
3258,Spun ,Jonas Åkerlund,Patrick Fugit,Nicholas Gonzalez,Debbie Harry,2000000.0,-1589759,6.8,0
3259,Lady Vengeance ,Chan-wook Park,Min-sik Choi,Yeong-ae Lee,Hye-jeong Kang,4200000000.0,-4199788333,7.7,0
3260,Mean Machine ,Barry Skolnick,Jason Statham,Jason Flemyng,Danny Dyer,2500000.0,-2407809,6.5,0
3261,Exiled ,Johnnie To,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,35000000.0,-34950587,7.3,0
3262,After.Life ,Agnieszka Wojtowicz-Vosloo,Liam Neeson,Josh Charles,Chandler Canterbury,4500000.0,-4391771,5.9,0
3263,One Flew Over the Cuckoo's Nest ,Milos Forman,Scatman Crothers,Michael Berryman,Louise Fletcher,4400000.0,107600000,8.7,1
3264,The Sweeney ,Nick Love,Hayley Atwell,Ray Winstone,Alan Ford,3000000.0,-2973655,6.1,0
3265,Whale Rider ,Niki Caro,Keisha Castle-Hughes,Rawiri Paratene,Tammy Davis,6000000.0,14772796,7.6,1
3266,Pan ,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,150000000.0,-115035182,5.8,0
3267,Night Watch ,Timur Bekmambetov,Konstantin Khabenskiy,Aleksey Chadov,Zhanna Friske,4200000.0,-2712523,6.5,0
3268,The Crying Game ,Neil Jordan,Jim Broadbent,Miranda Richardson,Stephen Rea,2300000.0,60249000,7.3,1
3269,Porky's ,Bob Clark,Art Hindle,Susan Clark,Tony Ganios,4000000.0,101500000,6.2,1
3270,Survival of the Dead ,George A. Romero,Julian Richings,Shawn Roberts,Kathleen Munroe,4000000.0,-3898945,5.0,0
3271,Lost in Translation ,Sofia Coppola,Scarlett Johansson,Bill Murray,Catherine Lambert,4000000.0,40566004,7.8,1
3272,Annie Hall ,Woody Allen,Woody Allen,Carol Kane,Shelley Duvall,4000000.0,35200000,8.1,1
3273,The Greatest Show on Earth ,Cecil B. DeMille,Gloria Grahame,Dorothy Lamour,Cornel Wilde,4000000.0,32000000,6.7,1
3274,Exodus: Gods and Kings ,Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,140000000.0,-74992955,6.1,0
3275,Monster's Ball ,Marc Forster,Heath Ledger,Peter Boyle,Marcus Lyle Brown,4000000.0,27252964,7.1,1
3276,Maggie ,Henry Hobson,Joely Richardson,J.D. Evermore,David A Cole,8500000.0,-8368825,5.6,0
3277,Leaving Las Vegas ,Mike Figgis,Nicolas Cage,Valeria Golino,Julian Sands,3600000.0,28368347,7.6,1
3278,The Boy Next Door ,Rob Cohen,Ryan Guzman,Hill Harper,Adam Hicks,4000000.0,31385560,4.6,1
3279,The Kids Are All Right ,Lisa Cholodenko,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,3500000.0,17303237,7.1,1
3280,They Live ,John Carpenter,Meg Foster,Peter Jason,George 'Buck' Flower,4000000.0,9008928,7.3,1
3281,The Last Exorcism Part II ,Ed Gass-Donnelly,Muse Watson,Spencer Treat Clark,Ashley Bell,5000000.0,10152879,4.0,1
3282,Boyhood ,Richard Linklater,Ellar Coltrane,Lorelei Linklater,Libby Villari,4000000.0,21359200,8.0,1
3283,Scoop ,Woody Allen,Scarlett Johansson,Kevin McNally,Geoff Bell,4000000.0,6515579,6.7,1
3284,Planet of the Apes ,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,100000000.0,80011740,5.7,1
3285,The Wash ,DJ Pooh,Angell Conwell,Dr. Dre,DJ Pooh,4000000.0,6097096,4.6,1
3286,3 Strikes ,DJ Pooh,Mo'Nique,Mike Epps,Faizon Love,6000000.0,3821335,4.0,1
3287,The Cooler ,Wayne Kramer,Estella Warren,Paul Sorvino,Shawn Hatosy,3200000.0,5043880,7.0,1
3288,The Night Listener ,Patrick Stettner,Robin Williams,Joe Morton,Rory Culkin,4000000.0,3825820,5.9,1
3289,My Soul to Take ,Wes Craven,Frank Grillo,Emily Meade,Zena Grey,25000000.0,-10362510,4.8,0
3290,The Orphanage ,J.A. Bayona,Geraldine Chaplin,Belén Rueda,Fernando Cayo,3400000.0,3759147,7.5,1
3291,A Haunted House 2 ,Michael Tiddes,Ashley Rickards,Essence Atkins,Gabriel Iglesias,4000000.0,13314483,4.7,1
3292,The Rules of Attraction ,Roger Avary,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,4000000.0,2525762,6.7,1
3293,Four Rooms ,Allison Anders,Salma Hayek,Alicia Witt,Lili Taylor,4000000.0,301331,6.7,1
3294,Secretary ,Steven Shainberg,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,4000000.0,46737,7.1,1
3295,The Real Cancun ,Rick de Oliveira,Laura Ramsey,Alan Taylor,Benjamin Fletcher,8000000.0,-4286998,2.7,0
3296,Talk Radio ,Oliver Stone,Michael Wincott,Zach Grenier,Bill Johnson,4000000.0,-531428,7.3,0
3297,Waiting for Guffman ,Christopher Guest,Catherine O'Hara,Fred Willard,Larry Miller,4000000.0,-1107418,7.6,0
3298,Love Stinks ,Jeff Franklin,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,4000000.0,-1200000,5.8,0
3299,You Kill Me ,John Dahl,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,4000000.0,-1573149,6.5,0
3300,Thumbsucker ,Mike Mills,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,4000000.0,-2674927,6.6,0
3301,Mirrormask ,Dave McKean,Stephanie Leonidas,Gina McKee,Rob Brydon,4000000.0,-3135041,6.9,0
3302,Samsara ,Ron Fricke,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,4000000.0,-1398153,8.5,0
3303,The Barbarians ,Ruggero Deodato,Michael Berryman,Eva LaRue,Richard Lynch,4000000.0,-3200000,4.8,0
3304,Poolhall Junkies ,Mars Callahan,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,4000000.0,-3437941,7.0,0
3305,The Loss of Sexual Innocence ,Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands,4000000.0,-3600207,5.4,0
3306,Joe ,David Gordon Green,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,4000000.0,-3628103,6.9,0
3307,Shooting Fish ,Stefan Schwartz,Peter McNamara,Dan Futterman,Ralph Ineson,3000000.0,-2697796,6.6,0
3308,Prison ,Renny Harlin,Viggo Mortensen,Lane Smith,Hal Landon Jr.,1300000.0,-945296,5.9,0
3309,Psycho Beach Party ,Robert Lee King,Lauren Ambrose,Kathleen Robertson,Beth Broderick,1500000.0,-1234893,6.3,0
3310,The Big Tease ,Kevin Allen,Craig Ferguson,Frances Fisher,Mary McCormack,4000000.0,-3814423,6.3,0
3311,Trust ,David Schwimmer,Noah Emmerich,Jordan Trovillion,Zoe Levin,9500000.0,-9441786,7.0,0
3312,An Everlasting Piece ,Barry Levinson,Anna Friel,Brían F. O'Byrne,Pauline McLynn,14000000.0,-13924922,6.3,0
3313,Adore ,Anne Fontaine,Robin Wright,Naomi Watts,Ben Mendelsohn,16000000.0,-15682875,6.2,0
3314,Mondays in the Sun ,Fernando León de Aranoa,Luis Tosar,Enrique Villén,Aida Folch,4000000.0,-3853598,7.7,0
3315,Stake Land ,Jim Mickle,Connor Paolo,Michael Cerveris,Nick Damici,650000.0,-631531,6.5,0
3316,The Last Time I Committed Suicide ,Stephen Kay,Keanu Reeves,Marg Helgenberger,Gretchen Mol,4000000.0,-3987164,5.8,0
3317,Futuro Beach ,Karim Aïnouz,Wagner Moura,Clemens Schick,Jesuíta Barbosa,4000000.0,-3979738,6.1,0
3318,Gone with the Wind ,Victor Fleming,Hattie McDaniel,George Reeves,Thomas Mitchell,3977000.0,194678278,8.2,1
3319,Desert Dancer ,Richard Raymond,Tom Cullen,Reece Ritchie,Marama Corlett,4000000.0,-3856347,6.0,0
3320,Major Dundee ,Sam Peckinpah,James Coburn,Slim Pickens,Warren Oates,3800000.0,-3785127,6.8,0
3321,Annie Get Your Gun ,George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,3768785.0,4231215,7.0,1
3322,Defendor ,Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,3500000.0,-3462394,6.8,0
3323,The Pirate ,Vincente Minnelli,Gladys Cooper,Reginald Owen,Ellen Ross,3700000.0,-744000,7.1,0
3324,The Good Heart ,Dagur Kári,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,3800000.0,-3780041,6.9,0
3325,The History Boys ,Nicholas Hytner,Dominic Cooper,Russell Tovey,James Corden,2000000.0,706659,6.9,1
3326,Unknown ,Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,30000000.0,31094903,6.9,1
3327,The Full Monty ,Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,3500000.0,42357453,7.2,1
3328,Airplane! ,Jim Abrahams,Peter Graves,Lloyd Bridges,Barbara Billingsley,3500000.0,79900000,7.8,1
3329,Friday ,F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,3500000.0,24400000,7.3,1
3330,Menace II Society ,Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,3500000.0,24400000,7.5,1
3331,Creepshow 2 ,Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,3500000.0,10500000,6.0,1
3332,The Witch ,Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,3500000.0,21638292,6.8,1
3333,I Got the Hook Up ,Michael Martin,Joe Estevez,Master P,Anthony Johnson,3500000.0,6805534,3.9,1
3334,She's the One ,Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,3500000.0,5949219,6.1,1
3335,Gods and Monsters ,Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,3500000.0,2890032,7.5,1
3336,The Secret in Their Eyes ,Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,2000000.0,18167424,8.2,1
3337,Evil Dead II ,Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,3600000.0,2323044,7.8,1
3338,Pootie Tang ,Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,3000000.0,293258,5.2,1
3339,La otra conquista ,Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,3500000.0,-2613590,6.8,0
3340,Trollhunter ,André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,19900000.0,-19647348,7.0,0
3341,Ira & Abby ,Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,3500000.0,-3279766,6.5,0
3342,The Watch ,Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,68000000.0,-33649447,5.7,0
3343,Winter Passing ,Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,3500000.0,-3398772,6.4,0
3344,D.E.B.S. ,Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,3500000.0,-3403207,5.3,0
3345,March of the Penguins ,Luc Jacquet,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,8000000.0,69413017,7.6,1
3346,Margin Call ,J.C. Chandor,Kevin Spacey,Demi Moore,Ashley Williams,3500000.0,1854039,7.1,1
3347,Choke ,Clark Gregg,Anjelica Huston,Matt Gerald,Jonah Bobo,3000000.0,-73435,6.5,0
3348,Whiplash ,Damien Chazelle,J.K. Simmons,Melissa Benoist,Chris Mulkey,3300000.0,9792000,8.5,1
3349,City of God ,Fernando Meirelles,Alice Braga,Seu Jorge,Alexandre Rodrigues,3300000.0,4263397,8.7,1
3350,Human Traffic ,Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,2200000.0,-2095743,7.1,0
3351,The Hunt ,Thomas Vinterberg,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,3800000.0,-3189032,8.3,0
3352,Bella ,Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,3300000.0,4808247,7.4,1
3353,Maria Full of Grace ,Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,3000000.0,3517198,7.5,1
